Stn Id,Station,Region,Date,Hour,Jul,qc,ETo (in),qc,Precip (in),qc,Sol Rad (Ly/day),qc,Vapor Pressure (mBars),qc,Air Temp (°F),qc,Rel Hum (%),qc,Dew Point (°F),qc,Wind Speed (MPH),qc,Wind Dir (0-360),qc,Soil Temp (°F)
0131,Fair Oaks,Sacramento Valley,10/01/2010,0100,274,*,    0.00,*,    0.00,*,    0,*,   13.1,*,   65.7,*,  61,*,   51.7,*,    4.4,*,  167.0,*,   70.0
0131,Fair Oaks,Sacramento Valley,10/01/2010,0200,274,*,    0.00,*,    0.00,*,    0,*,   13.7,*,   63.3,*,  69,*,   52.9,*,    3.8,*,  158.4,*,   69.6
0131,Fair Oaks,Sacramento Valley,10/01/2010,0300,274,*,    0.00,*,    0.00,*,    0,*,   13.8,*,   61.9,*,  73,*,   53.2,*,    3.7,*,  160.3,*,   69.2
0131,Fair Oaks,Sacramento Valley,10/01/2010,0400,274,*,    0.00,*,    0.00,*,    0,*,   14.1,*,   60.3,*,  79,*,   53.7,*,    4.1,*,  160.8,*,   68.9
0131,Fair Oaks,Sacramento Valley,10/01/2010,0500,274,*,    0.00,*,    0.00,*,    0,*,   14.3,*,   59.0,*,  84,*,   54.1,*,    4.4,*,  152.8,*,   68.6
0131,Fair Oaks,Sacramento Valley,10/01/2010,0600,274,*,    0.00,*,    0.00,*,    1,*,   14.1,*,   57.8,*,  86,*,   53.7,*,    3.7,*,  151.6,*,   68.3
0131,Fair Oaks,Sacramento Valley,10/01/2010,0700,274,*,    0.00,*,    0.00,*,  117,*,   14.0,*,   57.9,*,  86,*,   53.6,*,    3.9,*,  154.8,*,   68.1
0131,Fair Oaks,Sacramento Valley,10/01/2010,0800,274,*,    0.00,*,    0.00,*,  508,*,   14.9,*,   60.8,*,  82,*,   55.2,*,    4.7,*,  154.3,*,   67.8
0131,Fair Oaks,Sacramento Valley,10/01/2010,0900,274,*,    0.01,*,    0.00,*,  880,*,   15.4,*,   64.7,*,  74,*,   56.2,*,    4.4,*,  156.3,*,   67.7
0131,Fair Oaks,Sacramento Valley,10/01/2010,1000,274,*,    0.01,*,    0.00,*, 1200,*,   15.8,*,   68.6,*,  66,*,   56.9,*,    4.5,*,  173.5,*,   67.7
0131,Fair Oaks,Sacramento Valley,10/01/2010,1100,274,*,    0.02,*,    0.00,*, 1429,*,   15.9,*,   72.2,*,  59,*,   57.0,*,    4.8,*,  176.7,*,   67.9
0131,Fair Oaks,Sacramento Valley,10/01/2010,1200,274,*,    0.02,*,    0.00,*, 1545,*,   16.3,*,   76.4,*,  52,*,   57.7,*,    4.4,*,  206.5,*,   68.4
0131,Fair Oaks,Sacramento Valley,10/01/2010,1300,274,*,    0.02,*,    0.00,*, 1528,*,   16.5,*,   79.2,*,  49,*,   58.1,*,    4.7,*,  234.8,*,   69.1
0131,Fair Oaks,Sacramento Valley,10/01/2010,1400,274,*,    0.02,*,    0.00,*, 1395,*,   16.4,*,   81.9,*,  44,*,   57.9,*,    3.4,*,  237.1,*,   69.8
0131,Fair Oaks,Sacramento Valley,10/01/2010,1500,274,*,    0.02,*,    0.00,*, 1147,*,   16.0,*,   84.3,*,  40,*,   57.3,*,    3.2,*,  198.6,*,   70.4
0131,Fair Oaks,Sacramento Valley,10/01/2010,1600,274,*,    0.01,*,    0.00,*,  828,*,   15.4,*,   85.9,*,  36,*,   56.1,*,    3.9,*,  215.8,*,   70.8
0131,Fair Oaks,Sacramento Valley,10/01/2010,1700,274,*,    0.01,*,    0.00,*,  449,*,   15.3,*,   85.5,*,  37,*,   55.9,*,    3.9,*,  229.3,*,   71.1
0131,Fair Oaks,Sacramento Valley,10/01/2010,1800,274,*,    0.00,*,    0.00,*,  105,*,   15.1,*,   82.7,*,  40,*,   55.7,*,    2.9,*,  189.4,*,   71.2
0131,Fair Oaks,Sacramento Valley,10/01/2010,1900,274,Y,    0.00,*,    0.00,*,    0,*,   15.1,Y,   78.7,Y,  45,Y,   55.7,*,    3.6,*,  222.5,*,   71.1
0131,Fair Oaks,Sacramento Valley,10/01/2010,2000,274,*,    0.00,*,    0.00,*,    0,*,   15.1,*,   73.9,*,  53,*,   55.6,*,    2.0,*,  224.2,*,   70.9
0131,Fair Oaks,Sacramento Valley,10/01/2010,2100,274,*,    0.00,*,    0.00,*,    0,*,   14.6,*,   71.6,*,  55,*,   54.6,*,    2.1,*,  164.2,*,   70.7
0131,Fair Oaks,Sacramento Valley,10/01/2010,2200,274,*,    0.00,*,    0.00,*,    0,*,   14.7,*,   69.5,*,  60,*,   54.9,*,    2.3,*,  142.6,*,   70.4
0131,Fair Oaks,Sacramento Valley,10/01/2010,2300,274,*,    0.00,*,    0.00,*,    0,*,   14.4,*,   66.5,*,  65,*,   54.4,*,    2.4,*,  143.4,*,   70.1
0131,Fair Oaks,Sacramento Valley,10/01/2010,2400,274,*,    0.00,*,    0.00,*,    0,*,   14.2,*,   64.2,*,  69,*,   53.8,*,    1.2,*,  112.6,*,   69.8
0131,Fair Oaks,Sacramento Valley,10/02/2010,0100,275,*,    0.00,*,    0.00,*,    0,*,   14.1,*,   60.7,*,  78,*,   53.8,*,    1.1,*,   25.2,*,   69.5
0131,Fair Oaks,Sacramento Valley,10/02/2010,0200,275,*,    0.00,*,    0.00,*,    0,*,   13.7,*,   61.2,*,  74,*,   52.9,*,    1.3,*,   87.3,*,   69.2
0131,Fair Oaks,Sacramento Valley,10/02/2010,0300,275,*,    0.00,*,    0.00,*,    0,*,   14.0,*,   62.7,*,  72,*,   53.5,*,    2.0,*,  123.8,*,   68.9
0131,Fair Oaks,Sacramento Valley,10/02/2010,0400,275,*,    0.00,*,    0.00,*,    0,*,   14.0,*,   63.0,*,  71,*,   53.5,*,    1.1,*,  106.9,*,   68.6
0131,Fair Oaks,Sacramento Valley,10/02/2010,0500,275,*,    0.00,*,    0.00,*,    0,*,   14.1,*,   61.7,*,  75,*,   53.8,*,    1.1,*,  163.9,*,   68.4
0131,Fair Oaks,Sacramento Valley,10/02/2010,0600,275,*,    0.00,*,    0.00,*,    1,*,   14.3,*,   61.8,*,  76,*,   54.1,*,    1.1,*,  214.6,*,   68.3
0131,Fair Oaks,Sacramento Valley,10/02/2010,0700,275,*,    0.00,*,    0.00,*,   93,*,   14.4,*,   61.2,*,  78,*,   54.3,*,    1.1,*,   26.5,*,   68.1
0131,Fair Oaks,Sacramento Valley,10/02/2010,0800,275,*,    0.00,*,    0.00,*,  452,*,   15.3,*,   65.7,*,  71,*,   56.0,*,    1.9,*,  358.4,*,   67.9
0131,Fair Oaks,Sacramento Valley,10/02/2010,0900,275,*,    0.01,*,    0.00,*,  934,*,   15.7,*,   72.4,*,  58,*,   56.8,*,    2.6,*,  318.8,*,   67.9
0131,Fair Oaks,Sacramento Valley,10/02/2010,1000,275,*,    0.01,*,    0.00,*, 1140,*,   16.3,*,   76.9,*,  52,*,   57.7,*,    2.3,*,  241.9,*,   68.0
0131,Fair Oaks,Sacramento Valley,10/02/2010,1100,275,*,    0.02,*,    0.00,*, 1386,*,   16.4,*,   81.1,*,  45,*,   57.9,*,    3.2,*,  272.3,*,   68.4
0131,Fair Oaks,Sacramento Valley,10/02/2010,1200,275,*,    0.02,*,    0.00,*, 1497,*,   16.3,*,   84.1,*,  41,*,   57.8,*,    3.4,*,  267.0,*,   69.0
0131,Fair Oaks,Sacramento Valley,10/02/2010,1300,275,*,    0.02,*,    0.00,*, 1487,*,   15.0,*,   86.9,*,  34,*,   55.5,*,    3.2,*,  250.9,*,   69.8
0131,Fair Oaks,Sacramento Valley,10/02/2010,1400,275,*,    0.02,*,    0.00,*, 1345,*,   14.6,*,   88.9,*,  31,*,   54.6,*,    3.9,*,  258.4,*,   70.5
0131,Fair Oaks,Sacramento Valley,10/02/2010,1500,275,*,    0.02,*,    0.00,*, 1102,*,   14.8,*,   89.9,*,  31,*,   55.1,*,    4.1,*,  268.3,*,   71.2
0131,Fair Oaks,Sacramento Valley,10/02/2010,1600,275,*,    0.01,*,    0.00,*,  787,*,   14.8,*,   89.8,*,  31,*,   55.1,*,    4.0,*,  250.5,*,   71.6
0131,Fair Oaks,Sacramento Valley,10/02/2010,1700,275,*,    0.01,*,    0.00,*,  417,*,   14.0,*,   88.2,*,  31,*,   53.5,*,    4.2,*,  247.4,*,   71.8
0131,Fair Oaks,Sacramento Valley,10/02/2010,1800,275,*,    0.00,*,    0.00,*,   40,*,   10.6,*,   83.5,*,  27,*,   46.1,*,    3.2,*,  238.0,*,   71.9
0131,Fair Oaks,Sacramento Valley,10/02/2010,1900,275,Y,    0.00,*,    0.00,*,    0,*,   10.2,Y,   80.1,Y,  29,Y,   44.9,*,    2.0,*,  188.5,*,   71.7
0131,Fair Oaks,Sacramento Valley,10/02/2010,2000,275,Y,    0.00,*,    0.00,*,    0,*,   10.0,Y,   78.3,Y,  30,Y,   44.5,*,    4.1,*,  157.4,*,   71.5
0131,Fair Oaks,Sacramento Valley,10/02/2010,2100,275,Y,    0.00,*,    0.00,*,    0,*,   10.7,Y,   75.4,Y,  36,Y,   46.3,*,    3.5,*,  158.3,*,   71.2
0131,Fair Oaks,Sacramento Valley,10/02/2010,2200,275,Y,    0.00,*,    0.00,*,    0,*,   11.8,Y,   72.6,Y,  43,Y,   48.9,*,    2.9,*,  155.2,*,   70.9
0131,Fair Oaks,Sacramento Valley,10/02/2010,2300,275,*,    0.00,*,    0.00,*,    0,*,   13.3,*,   69.5,*,  54,*,   52.1,*,    1.8,*,  140.6,*,   70.6
0131,Fair Oaks,Sacramento Valley,10/02/2010,2400,275,Y,    0.00,*,    0.00,*,    0,*,   12.5,Y,   68.8,Y,  52,Y,   50.5,*,    1.9,*,  143.7,*,   70.3
0131,Fair Oaks,Sacramento Valley,10/03/2010,0100,276,Y,    0.00,*,    0.00,*,    0,*,   12.4,Y,   68.5,Y,  52,Y,   50.2,*,    1.8,*,  125.3,*,   70.0
0131,Fair Oaks,Sacramento Valley,10/03/2010,0200,276,Y,    0.00,*,    0.00,*,    0,*,   11.9,Y,   68.9,Y,  49,Y,   49.2,*,    2.0,*,  165.3,*,   69.7
0131,Fair Oaks,Sacramento Valley,10/03/2010,0300,276,Y,    0.00,*,    0.00,*,    0,*,   12.2,Y,   68.3,Y,  52,Y,   49.9,*,    2.5,*,  207.8,*,   69.5
0131,Fair Oaks,Sacramento Valley,10/03/2010,0400,276,Y,    0.00,*,    0.00,*,    0,*,   12.5,Y,   66.6,Y,  56,Y,   50.4,*,    3.1,*,  191.1,*,   69.4
0131,Fair Oaks,Sacramento Valley,10/03/2010,0500,276,Y,    0.00,*,    0.00,*,    0,*,   12.5,Y,   64.7,Y,  60,Y,   50.5,*,    2.9,*,  158.5,*,   69.2
0131,Fair Oaks,Sacramento Valley,10/03/2010,0600,276,*,    0.00,*,    0.00,*,    0,*,   12.7,*,   63.7,*,  63,*,   51.0,*,    3.0,*,  171.0,*,   69.0
0131,Fair Oaks,Sacramento Valley,10/03/2010,0700,276,*,    0.00,*,    0.00,*,   36,*,   13.1,*,   62.6,*,  67,*,   51.7,*,    2.8,*,  211.1,*,   68.8
0131,Fair Oaks,Sacramento Valley,10/03/2010,0800,276,*,    0.00,*,    0.00,*,  220,*,   13.5,*,   62.4,*,  70,*,   52.5,*,    3.2,*,  212.2,*,   68.6
0131,Fair Oaks,Sacramento Valley,10/03/2010,0900,276,*,    0.00,*,    0.00,*,  461,*,   13.8,*,   64.1,*,  68,*,   53.2,*,    3.5,*,  142.4,*,   68.5
0131,Fair Oaks,Sacramento Valley,10/03/2010,1000,276,*,    0.01,*,    0.00,*, 1165,*,   14.5,*,   68.8,*,  60,*,   54.6,*,    4.7,*,  180.6,*,   68.5
0131,Fair Oaks,Sacramento Valley,10/03/2010,1100,276,*,    0.01,*,    0.00,*,  866,*,   15.0,*,   69.8,*,  60,*,   55.3,*,    4.1,*,  209.7,*,   68.6
0131,Fair Oaks,Sacramento Valley,10/03/2010,1200,276,*,    0.01,*,    0.00,*,  890,*,   16.1,*,   72.1,*,  60,*,   57.4,*,    3.6,*,  223.3,*,   68.9
0131,Fair Oaks,Sacramento Valley,10/03/2010,1300,276,*,    0.02,*,    0.00,*, 1122,*,   17.1,*,   75.5,*,  57,*,   59.1,*,    3.8,*,  207.1,*,   69.3
0131,Fair Oaks,Sacramento Valley,10/03/2010,1400,276,*,    0.02,*,    0.00,*, 1142,*,   18.2,*,   78.1,*,  56,*,   60.9,*,    5.0,*,  203.1,*,   69.7
0131,Fair Oaks,Sacramento Valley,10/03/2010,1500,276,*,    0.01,*,    0.00,*,  881,*,   17.5,*,   77.4,*,  54,*,   59.7,*,    6.1,*,  245.4,*,   70.1
0131,Fair Oaks,Sacramento Valley,10/03/2010,1600,276,*,    0.01,*,    0.00,*,  479,*,   16.2,*,   74.2,*,  56,*,   57.5,*,    6.5,*,  250.5,*,   70.4
0131,Fair Oaks,Sacramento Valley,10/03/2010,1700,276,*,    0.00,*,    0.00,*,  326,*,   15.5,*,   74.0,*,  54,*,   56.4,*,    5.2,*,  241.1,*,   70.5
0131,Fair Oaks,Sacramento Valley,10/03/2010,1800,276,*,    0.00,*,    0.00,*,   80,*,   14.1,*,   71.1,*,  54,*,   53.7,*,    4.6,*,  238.8,*,   70.5
0131,Fair Oaks,Sacramento Valley,10/03/2010,1900,276,*,    0.00,*,    0.00,*,    0,*,   13.0,*,   67.6,*,  56,*,   51.6,*,    3.7,*,  230.9,*,   70.4
0131,Fair Oaks,Sacramento Valley,10/03/2010,2000,276,*,    0.00,*,    0.00,*,    0,*,   12.7,*,   64.8,*,  61,*,   50.9,*,    4.2,*,  202.0,*,   70.1
0131,Fair Oaks,Sacramento Valley,10/03/2010,2100,276,*,    0.00,*,    0.00,*,    0,*,   12.7,*,   61.0,*,  69,*,   50.8,*,    3.8,*,  191.2,*,   69.8
0131,Fair Oaks,Sacramento Valley,10/03/2010,2200,276,*,    0.00,*,    0.00,*,    0,*,   12.8,*,   58.6,*,  76,*,   51.0,*,    4.6,*,  159.7,*,   69.5
0131,Fair Oaks,Sacramento Valley,10/03/2010,2300,276,*,    0.00,*,    0.00,*,    0,*,   12.8,*,   57.6,*,  79,*,   51.1,*,    5.3,*,  166.1,*,   69.2
0131,Fair Oaks,Sacramento Valley,10/03/2010,2400,276,*,    0.00,*,    0.00,*,    0,*,   12.7,*,   56.2,*,  82,*,   50.9,*,    5.1,*,  162.7,*,   68.8
0131,Fair Oaks,Sacramento Valley,10/04/2010,0100,277,*,    0.00,*,    0.00,*,    0,*,   12.8,*,   55.9,*,  84,*,   51.1,*,    5.7,*,  172.3,*,   68.5
0131,Fair Oaks,Sacramento Valley,10/04/2010,0200,277,*,    0.00,*,    0.00,*,    0,*,   12.7,*,   56.1,*,  83,*,   51.0,*,    6.2,*,  173.4,*,   68.1
0131,Fair Oaks,Sacramento Valley,10/04/2010,0300,277,*,    0.00,*,    0.00,*,    0,*,   12.7,*,   56.5,*,  82,*,   51.0,*,    6.1,*,  163.7,*,   67.8
0131,Fair Oaks,Sacramento Valley,10/04/2010,0400,277,*,    0.00,*,    0.00,*,    0,*,   12.8,*,   57.5,*,  79,*,   51.2,*,    4.9,*,  164.9,*,   67.6
0131,Fair Oaks,Sacramento Valley,10/04/2010,0500,277,*,    0.00,*,    0.00,*,    0,*,   12.7,*,   56.9,*,  80,*,   50.8,*,    6.3,*,  164.0,*,   67.3
0131,Fair Oaks,Sacramento Valley,10/04/2010,0600,277,*,    0.00,*,    0.00,*,    0,*,   12.3,*,   54.7,*,  84,*,   50.0,*,    4.6,*,  149.5,*,   67.1
0131,Fair Oaks,Sacramento Valley,10/04/2010,0700,277,*,    0.00,*,    0.00,*,   83,*,   12.3,*,   54.0,*,  86,*,   49.9,*,    4.0,*,  145.6,*,   66.9
0131,Fair Oaks,Sacramento Valley,10/04/2010,0800,277,*,    0.00,*,    0.00,*,  459,*,   12.8,*,   57.2,*,  80,*,   51.1,*,    5.1,*,  143.1,*,   66.6
0131,Fair Oaks,Sacramento Valley,10/04/2010,0900,277,*,    0.01,*,    0.00,*,  657,*,   12.6,*,   59.3,*,  73,*,   50.7,*,    5.8,*,  155.4,*,   66.5
0131,Fair Oaks,Sacramento Valley,10/04/2010,1000,277,*,    0.01,*,    0.00,*, 1231,*,   12.5,*,   62.1,*,  66,*,   50.5,*,    6.2,*,  157.5,*,   66.4
0131,Fair Oaks,Sacramento Valley,10/04/2010,1100,277,*,    0.02,*,    0.00,*, 1435,*,   12.3,*,   64.4,*,  59,*,   50.0,*,    6.1,*,  170.3,*,   66.6
0131,Fair Oaks,Sacramento Valley,10/04/2010,1200,277,*,    0.02,*,    0.00,*, 1574,*,   12.3,*,   66.3,*,  56,*,   50.1,*,    5.7,*,  183.8,*,   67.0
0131,Fair Oaks,Sacramento Valley,10/04/2010,1300,277,*,    0.02,*,    0.00,*, 1404,*,   12.5,*,   67.7,*,  54,*,   50.4,*,    5.8,*,  203.4,*,   67.5
0131,Fair Oaks,Sacramento Valley,10/04/2010,1400,277,*,    0.02,*,    0.00,*, 1383,*,   12.9,*,   68.6,*,  54,*,   51.3,*,    5.3,*,  247.5,*,   68.0
0131,Fair Oaks,Sacramento Valley,10/04/2010,1500,277,*,    0.01,*,    0.00,*, 1105,*,   12.9,*,   69.0,*,  53,*,   51.3,*,    5.3,*,  233.0,*,   68.5
0131,Fair Oaks,Sacramento Valley,10/04/2010,1600,277,*,    0.01,*,    0.00,*,  748,*,   13.3,*,   68.7,*,  55,*,   52.1,*,    5.5,*,  256.7,*,   68.8
0131,Fair Oaks,Sacramento Valley,10/04/2010,1700,277,*,    0.00,*,    0.00,*,  327,*,   13.2,*,   67.8,*,  57,*,   52.0,*,    3.3,*,  273.7,*,   68.9
0131,Fair Oaks,Sacramento Valley,10/04/2010,1800,277,*,    0.00,*,    0.00,*,   58,*,   13.2,*,   65.6,*,  61,*,   51.9,*,    2.1,*,  260.5,*,   68.8
0131,Fair Oaks,Sacramento Valley,10/04/2010,1900,277,*,    0.00,*,    0.00,*,    0,*,   13.6,*,   63.5,*,  68,*,   52.8,*,    1.9,*,  308.0,*,   68.7
0131,Fair Oaks,Sacramento Valley,10/04/2010,2000,277,*,    0.00,*,    0.00,*,    0,*,   13.7,*,   62.5,*,  71,*,   52.9,*,    2.1,*,  311.4,*,   68.5
0131,Fair Oaks,Sacramento Valley,10/04/2010,2100,277,*,    0.00,*,    0.00,*,    0,*,   13.7,*,   61.6,*,  73,*,   53.0,*,    1.5,*,  318.2,*,   68.3
0131,Fair Oaks,Sacramento Valley,10/04/2010,2200,277,*,    0.00,*,    0.00,*,    0,*,   14.0,*,   60.4,*,  78,*,   53.5,*,    1.3,*,  269.9,*,   68.0
0131,Fair Oaks,Sacramento Valley,10/04/2010,2300,277,*,    0.00,*,    0.00,*,    0,*,   13.7,*,   58.8,*,  81,*,   53.0,*,    1.4,*,  185.8,*,   67.8
0131,Fair Oaks,Sacramento Valley,10/04/2010,2400,277,*,    0.00,*,    0.00,*,    0,*,   13.6,*,   58.4,*,  82,*,   52.8,*,    1.5,*,  280.4,*,   67.6
0131,Fair Oaks,Sacramento Valley,10/05/2010,0100,278,*,    0.00,*,    0.00,*,    0,*,   13.7,*,   58.9,*,  81,*,   53.0,*,    1.5,*,  145.4,*,   67.4
0131,Fair Oaks,Sacramento Valley,10/05/2010,0200,278,*,    0.00,*,    0.00,*,    0,*,   13.5,*,   57.4,*,  84,*,   52.5,*,    1.2,*,  144.3,*,   67.1
0131,Fair Oaks,Sacramento Valley,10/05/2010,0300,278,*,    0.00,*,    0.00,*,    0,*,   13.0,*,   56.9,*,  82,*,   51.5,*,    1.9,*,  127.0,*,   67.0
0131,Fair Oaks,Sacramento Valley,10/05/2010,0400,278,*,    0.00,*,    0.00,*,    0,*,   12.6,*,   54.7,*,  86,*,   50.6,*,    1.2,*,  108.2,*,   66.8
0131,Fair Oaks,Sacramento Valley,10/05/2010,0500,278,*,    0.00,*,    0.00,*,    0,*,   12.2,*,   53.0,*,  89,*,   49.8,*,    1.1,*,   77.9,*,   66.5
0131,Fair Oaks,Sacramento Valley,10/05/2010,0600,278,*,    0.00,*,    0.00,*,    0,*,   12.1,*,   52.7,*,  90,*,   49.7,*,    1.2,*,   96.0,*,   66.3
0131,Fair Oaks,Sacramento Valley,10/05/2010,0700,278,*,    0.00,*,    0.00,*,   46,*,   12.0,*,   51.9,*,  91,*,   49.3,*,    1.2,*,   36.2,*,   66.0
0131,Fair Oaks,Sacramento Valley,10/05/2010,0800,278,*,    0.00,*,    0.00,*,  447,*,   13.5,*,   57.9,*,  83,*,   52.6,*,    2.6,*,  120.4,*,   65.8
0131,Fair Oaks,Sacramento Valley,10/05/2010,0900,278,*,    0.01,*,    0.00,*,  821,*,   14.1,*,   62.5,*,  73,*,   53.6,*,    4.3,*,  138.3,*,   65.7
0131,Fair Oaks,Sacramento Valley,10/05/2010,1000,278,*,    0.01,*,    0.00,*,  949,*,   14.2,*,   65.1,*,  67,*,   54.0,*,    4.6,*,  155.7,*,   65.8
0131,Fair Oaks,Sacramento Valley,10/05/2010,1100,278,*,    0.01,*,    0.00,*,  914,*,   14.3,*,   65.9,*,  66,*,   54.1,*,    4.4,*,  162.9,*,   66.0
0131,Fair Oaks,Sacramento Valley,10/05/2010,1200,278,*,    0.01,*,    0.00,*,  639,*,   14.4,*,   66.4,*,  65,*,   54.3,*,    3.4,*,  165.3,*,   66.3
0131,Fair Oaks,Sacramento Valley,10/05/2010,1300,278,*,    0.02,*,    0.00,*, 1303,*,   14.5,*,   68.0,*,  62,*,   54.5,*,    3.4,*,  160.1,*,   66.7
0131,Fair Oaks,Sacramento Valley,10/05/2010,1400,278,*,    0.02,*,    0.00,*, 1358,*,   14.7,*,   70.5,*,  58,*,   54.9,*,    3.5,*,  223.3,*,   67.1
0131,Fair Oaks,Sacramento Valley,10/05/2010,1500,278,*,    0.01,*,    0.00,*, 1077,*,   14.4,*,   71.9,*,  54,*,   54.4,*,    3.3,*,  233.4,*,   67.6
0131,Fair Oaks,Sacramento Valley,10/05/2010,1600,278,*,    0.01,*,    0.00,*,  742,*,   14.3,*,   72.1,*,  53,*,   54.2,*,    3.9,*,  215.8,*,   68.0
0131,Fair Oaks,Sacramento Valley,10/05/2010,1700,278,*,    0.01,*,    0.00,*,  393,*,   14.0,*,   70.7,*,  54,*,   53.5,*,    4.8,*,  174.3,*,   68.2
0131,Fair Oaks,Sacramento Valley,10/05/2010,1800,278,*,    0.00,*,    0.00,*,   56,*,   13.5,*,   68.5,*,  57,*,   52.6,*,    4.0,*,  166.5,*,   68.3
0131,Fair Oaks,Sacramento Valley,10/05/2010,1900,278,*,    0.00,*,    0.00,*,    0,*,   12.8,*,   66.0,*,  59,*,   51.1,*,    3.0,*,  147.4,*,   68.2
0131,Fair Oaks,Sacramento Valley,10/05/2010,2000,278,*,    0.00,*,    0.00,*,    0,*,   13.0,*,   64.5,*,  63,*,   51.6,*,    2.1,*,  141.4,*,   68.0
0131,Fair Oaks,Sacramento Valley,10/05/2010,2100,278,*,    0.00,*,    0.00,*,    0,*,   13.1,*,   64.6,*,  63,*,   51.8,*,    2.8,*,  196.9,*,   67.8
0131,Fair Oaks,Sacramento Valley,10/05/2010,2200,278,*,    0.00,*,    0.00,*,    0,*,   12.9,*,   63.0,*,  66,*,   51.3,*,    3.5,*,  162.9,*,   67.6
0131,Fair Oaks,Sacramento Valley,10/05/2010,2300,278,*,    0.00,*,    0.00,*,    0,*,   13.4,*,   60.9,*,  73,*,   52.3,*,    2.9,*,  122.0,*,   67.4
0131,Fair Oaks,Sacramento Valley,10/05/2010,2400,278,*,    0.00,*,    0.00,*,    0,*,   14.3,*,   60.1,*,  81,*,   54.1,*,    3.5,*,  117.7,*,   67.2
0131,Fair Oaks,Sacramento Valley,10/06/2010,0100,279,*,    0.00,*,    0.00,*,    0,*,   14.0,*,   59.0,*,  82,*,   53.5,*,    2.2,*,  126.6,*,   67.0
0131,Fair Oaks,Sacramento Valley,10/06/2010,0200,279,*,    0.00,*,    0.00,*,    0,*,   13.9,*,   59.1,*,  81,*,   53.3,*,    2.2,*,  140.2,*,   66.8
0131,Fair Oaks,Sacramento Valley,10/06/2010,0300,279,*,    0.00,*,    0.00,*,    0,*,   13.6,*,   58.3,*,  82,*,   52.7,*,    2.0,*,  151.8,*,   66.6
0131,Fair Oaks,Sacramento Valley,10/06/2010,0400,279,*,    0.00,*,    0.00,*,    0,*,   12.8,*,   54.8,*,  87,*,   51.1,*,    1.1,*,   17.0,*,   66.4
0131,Fair Oaks,Sacramento Valley,10/06/2010,0500,279,*,    0.00,*,    0.00,*,    0,*,   12.9,*,   53.8,*,  91,*,   51.3,*,    1.3,*,  112.7,*,   66.2
0131,Fair Oaks,Sacramento Valley,10/06/2010,0600,279,*,    0.00,*,    0.00,*,    0,*,   13.1,*,   55.5,*,  87,*,   51.7,*,    1.9,*,  145.2,*,   65.9
0131,Fair Oaks,Sacramento Valley,10/06/2010,0700,279,*,    0.00,*,    0.00,*,   44,*,   12.8,*,   54.6,*,  88,*,   51.2,*,    1.2,*,   66.5,*,   65.7
0131,Fair Oaks,Sacramento Valley,10/06/2010,0800,279,*,    0.00,*,    0.00,*,  325,*,   13.9,*,   58.5,*,  83,*,   53.3,*,    1.8,*,   79.2,*,   65.6
0131,Fair Oaks,Sacramento Valley,10/06/2010,0900,279,*,    0.01,*,    0.00,*,  792,*,   13.9,*,   63.7,*,  69,*,   53.4,*,    2.8,*,  104.3,*,   65.4
0131,Fair Oaks,Sacramento Valley,10/06/2010,1000,279,*,    0.01,*,    0.00,*, 1110,*,   13.4,*,   66.7,*,  60,*,   52.4,*,    2.9,*,  153.7,*,   65.5
0131,Fair Oaks,Sacramento Valley,10/06/2010,1100,279,*,    0.02,*,    0.00,*, 1367,*,   13.9,*,   69.2,*,  57,*,   53.3,*,    3.4,*,  222.1,*,   65.8
0131,Fair Oaks,Sacramento Valley,10/06/2010,1200,279,*,    0.02,*,    0.00,*, 1547,*,   13.6,*,   70.7,*,  53,*,   52.7,*,    4.2,*,  217.9,*,   66.3
0131,Fair Oaks,Sacramento Valley,10/06/2010,1300,279,*,    0.02,*,    0.00,*, 1430,*,   13.5,*,   71.3,*,  52,*,   52.5,*,    4.9,*,  244.4,*,   67.0
0131,Fair Oaks,Sacramento Valley,10/06/2010,1400,279,*,    0.02,*,    0.00,*, 1274,*,   13.5,*,   72.8,*,  49,*,   52.6,*,    4.6,*,  256.4,*,   67.7
0131,Fair Oaks,Sacramento Valley,10/06/2010,1500,279,*,    0.01,*,    0.00,*, 1049,*,   13.6,*,   74.1,*,  47,*,   52.7,*,    3.8,*,  287.1,*,   68.2
0131,Fair Oaks,Sacramento Valley,10/06/2010,1600,279,*,    0.01,*,    0.00,*,  722,*,   13.3,*,   74.1,*,  46,*,   52.2,*,    3.2,*,  217.8,*,   68.5
0131,Fair Oaks,Sacramento Valley,10/06/2010,1700,279,*,    0.00,*,    0.00,*,  230,*,   12.8,*,   72.5,*,  47,*,   51.1,*,    2.6,*,  239.6,*,   68.7
0131,Fair Oaks,Sacramento Valley,10/06/2010,1800,279,*,    0.00,*,    0.00,*,   52,*,   12.6,*,   70.6,*,  49,*,   50.7,*,    1.8,*,  177.7,*,   68.7
0131,Fair Oaks,Sacramento Valley,10/06/2010,1900,279,*,    0.00,*,    0.00,*,    0,*,   11.8,*,   69.7,*,  48,*,   48.9,*,    2.5,*,  188.2,*,   68.6
0131,Fair Oaks,Sacramento Valley,10/06/2010,2000,279,*,    0.00,*,    0.00,*,    0,*,   12.6,*,   67.8,*,  54,*,   50.6,*,    5.0,*,  235.1,*,   68.5
