Stn Id,Station,Region,Date,Hour,Jul,qc,ETo (in),qc,Precip (in),qc,Sol Rad (Ly/day),qc,Vapor Pressure (mBars),qc,Air Temp (°F),qc,Rel Hum (%),qc,Dew Point (°F),qc,Wind Speed (MPH),qc,Wind Dir (0-360),qc,Soil Temp (°F)
0131,Fair Oaks,Sacramento Valley,10/29/2010,0800,302,*,    0.00,*,    0.00,*,  141,*,   11.4,*,   53.7,*,  80,*,   47.9,*,    6.9,*,  344.2,*,   59.5
0131,Fair Oaks,Sacramento Valley,10/29/2010,0900,302,*,    0.00,*,    0.00,*,  383,*,   11.7,*,   55.8,*,  77,*,   48.7,*,    5.9,*,  344.6,*,   59.4
0131,Fair Oaks,Sacramento Valley,10/29/2010,1000,302,*,    0.01,*,    0.00,*,  896,*,   12.4,*,   59.3,*,  72,*,   50.3,*,    6.7,*,  321.8,*,   59.4
0131,Fair Oaks,Sacramento Valley,10/29/2010,1100,302,*,    0.01,*,    0.00,*,  803,*,   12.6,*,   61.1,*,  69,*,   50.7,*,    6.4,*,  327.7,*,   59.7
0131,Fair Oaks,Sacramento Valley,10/29/2010,1200,302,*,    0.01,*,    0.00,*, 1004,*,   12.9,*,   63.7,*,  64,*,   51.3,*,    6.0,*,  326.9,*,   60.1
0131,Fair Oaks,Sacramento Valley,10/29/2010,1300,302,*,    0.01,*,    0.00,*,  927,*,   12.8,*,   64.3,*,  62,*,   51.2,*,    5.4,*,  328.0,*,   60.6
0131,Fair Oaks,Sacramento Valley,10/29/2010,1400,302,*,    0.01,*,    0.00,*,  607,*,   12.7,*,   65.0,*,  60,*,   50.9,*,    4.7,*,  305.1,*,   61.1
0131,Fair Oaks,Sacramento Valley,10/29/2010,1500,302,*,    0.00,*,    0.00,*,  286,*,   12.7,*,   63.8,*,  63,*,   50.9,*,    4.6,*,  314.8,*,   61.4
0131,Fair Oaks,Sacramento Valley,10/29/2010,1600,302,*,    0.00,*,    0.00,*,  174,*,   12.7,*,   62.8,*,  65,*,   51.0,*,    4.3,*,  330.4,*,   61.7
0131,Fair Oaks,Sacramento Valley,10/29/2010,1700,302,*,    0.00,*,    0.00,*,   40,*,   12.9,*,   61.5,*,  69,*,   51.3,*,    4.4,*,  334.2,*,   61.7
0131,Fair Oaks,Sacramento Valley,10/29/2010,1800,302,*,    0.00,*,    0.00,*,    1,*,   13.0,*,   60.5,*,  72,*,   51.6,*,    4.3,*,  342.1,*,   61.7
0131,Fair Oaks,Sacramento Valley,10/29/2010,1900,302,*,    0.00,*,    0.00,*,    0,*,   13.1,*,   59.3,*,  76,*,   51.8,*,    2.8,*,  331.4,*,   61.6
0131,Fair Oaks,Sacramento Valley,10/29/2010,2000,302,*,    0.00,*,    0.00,*,    0,*,   13.1,*,   58.3,*,  78,*,   51.7,*,    3.6,*,  322.4,*,   61.4
0131,Fair Oaks,Sacramento Valley,10/29/2010,2100,302,*,    0.00,*,    0.00,*,    0,*,   13.2,*,   57.8,*,  81,*,   51.9,*,    5.1,*,  325.6,*,   61.3
0131,Fair Oaks,Sacramento Valley,10/29/2010,2200,302,*,    0.00,*,    0.00,*,    0,*,   13.3,*,   57.1,*,  84,*,   52.1,*,    3.8,*,  312.1,*,   61.1
0131,Fair Oaks,Sacramento Valley,10/29/2010,2300,302,*,    0.00,*,    0.00,*,    0,*,   13.3,*,   56.2,*,  87,*,   52.2,*,    3.6,*,  324.4,*,   61.0
0131,Fair Oaks,Sacramento Valley,10/29/2010,2400,302,*,    0.00,*,    0.00,*,    0,*,   13.3,*,   55.6,*,  88,*,   52.2,*,    2.0,*,  123.5,*,   60.9
0131,Fair Oaks,Sacramento Valley,10/30/2010,0100,303,*,    0.00,*,    0.02,*,    0,*,   13.5,*,   55.3,*,  90,*,   52.6,*,    2.0,*,  139.3,*,   60.8
0131,Fair Oaks,Sacramento Valley,10/30/2010,0200,303,*,    0.00,*,    0.00,*,    0,*,   13.6,*,   55.0,*,  92,*,   52.8,*,    2.3,*,  145.1,*,   60.7
0131,Fair Oaks,Sacramento Valley,10/30/2010,0300,303,*,    0.00,*,    0.00,*,    0,*,   13.6,*,   55.1,*,  92,*,   52.8,*,    2.4,*,  105.4,*,   60.6
0131,Fair Oaks,Sacramento Valley,10/30/2010,0400,303,*,    0.00,*,    0.01,*,    0,*,   13.7,*,   55.1,*,  93,*,   53.0,*,    2.0,*,  220.6,*,   60.5
0131,Fair Oaks,Sacramento Valley,10/30/2010,0500,303,*,    0.00,*,    0.01,*,    0,*,   13.9,*,   55.1,*,  94,*,   53.3,*,    2.3,*,  152.6,*,   60.4
0131,Fair Oaks,Sacramento Valley,10/30/2010,0600,303,*,    0.00,*,    0.05,*,    0,*,   13.9,*,   55.1,*,  94,*,   53.4,*,    2.3,*,  128.7,*,   60.4
0131,Fair Oaks,Sacramento Valley,10/30/2010,0700,303,*,    0.00,*,    0.01,*,    1,*,   13.6,*,   54.5,*,  94,*,   52.7,*,    3.0,*,  105.3,*,   60.3
0131,Fair Oaks,Sacramento Valley,10/30/2010,0800,303,*,    0.00,*,    0.00,*,   43,*,   13.3,*,   54.2,*,  93,*,   52.2,*,    2.2,*,  114.3,*,   60.3
0131,Fair Oaks,Sacramento Valley,10/30/2010,0900,303,*,    0.00,*,    0.00,*,  109,*,   13.7,*,   55.5,*,  92,*,   53.0,*,    3.5,*,  143.2,*,   60.2
0131,Fair Oaks,Sacramento Valley,10/30/2010,1000,303,*,    0.00,*,    0.00,*,  180,*,   13.5,*,   56.2,*,  87,*,   52.5,*,    5.8,*,  166.0,*,   60.2
0131,Fair Oaks,Sacramento Valley,10/30/2010,1100,303,*,    0.00,*,    0.00,*,  228,*,   13.4,*,   57.0,*,  84,*,   52.3,*,    6.6,*,  163.5,*,   60.3
0131,Fair Oaks,Sacramento Valley,10/30/2010,1200,303,*,    0.00,*,    0.00,*,  463,*,   13.5,*,   58.6,*,  80,*,   52.5,*,    6.9,*,  159.7,*,   60.4
0131,Fair Oaks,Sacramento Valley,10/30/2010,1300,303,*,    0.00,*,    0.00,*,  236,*,   13.5,*,   59.4,*,  78,*,   52.5,*,    6.1,*,  161.3,*,   60.5
0131,Fair Oaks,Sacramento Valley,10/30/2010,1400,303,Y,    0.01,*,    0.00,*,  715,*,   14.1,Y,   60.0,Y,  79,Y,   53.6,*,    7.5,*,  167.0,*,   60.6
0131,Fair Oaks,Sacramento Valley,10/30/2010,1500,303,*,    0.00,*,    0.00,*,  339,*,   13.8,*,   60.4,*,  77,*,   53.1,*,    7.0,*,  160.5,*,   60.8
0131,Fair Oaks,Sacramento Valley,10/30/2010,1600,303,*,    0.00,*,    0.00,*,   67,*,   13.6,*,   60.0,*,  77,*,   52.7,*,    5.7,*,  169.4,*,   60.9
0131,Fair Oaks,Sacramento Valley,10/30/2010,1700,303,*,    0.00,*,    0.00,*,   45,*,   13.7,*,   59.6,*,  79,*,   53.0,*,    4.6,*,  153.4,*,   61.0
0131,Fair Oaks,Sacramento Valley,10/30/2010,1800,303,*,    0.00,*,    0.00,*,    1,*,   13.6,*,   59.3,*,  79,*,   52.8,*,    3.9,*,  159.6,*,   61.0
0131,Fair Oaks,Sacramento Valley,10/30/2010,1900,303,*,    0.00,*,    0.00,*,    0,*,   13.4,*,   58.4,*,  81,*,   52.4,*,    2.6,*,  145.3,*,   60.9
0131,Fair Oaks,Sacramento Valley,10/30/2010,2000,303,*,    0.00,*,    0.00,*,    0,*,   12.9,*,   56.7,*,  82,*,   51.4,*,    1.4,*,  112.8,*,   60.8
0131,Fair Oaks,Sacramento Valley,10/30/2010,2100,303,*,    0.00,*,    0.00,*,    0,*,   12.6,*,   54.1,*,  88,*,   50.8,*,    1.1,*,  103.6,*,   60.6
0131,Fair Oaks,Sacramento Valley,10/30/2010,2200,303,*,    0.00,*,    0.00,*,    0,*,   13.0,*,   56.3,*,  84,*,   51.6,*,    1.4,*,   89.7,*,   60.5
0131,Fair Oaks,Sacramento Valley,10/30/2010,2300,303,*,    0.00,*,    0.00,*,    0,*,   12.7,*,   56.8,*,  81,*,   50.9,*,    1.4,*,  103.5,*,   60.4
0131,Fair Oaks,Sacramento Valley,10/30/2010,2400,303,*,    0.00,*,    0.00,*,    0,*,   12.7,*,   55.2,*,  85,*,   50.8,*,    1.3,*,  100.0,*,   60.3
